cas,chemical_name,wave,original_status,phase4_status,merge_cluster_id,representative_cas,independent_evidence,section10_evidence,marginal_coverage,reason,confidence
10025-91-9,ANTIMONY TRICHLORIDE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC001_g3-32-50,10026-13-8,True,metal;water,redundant_with_representative(matrix-level),"대표물질 10026-13-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7789-61-9,ANTIMONY TRIBROMIDE,wave2,REVIEW,MERGE_REDUNDANT,MC001_g3-32-50,10026-13-8,True,metal;water,redundant_with_representative(matrix-level),"대표물질 10026-13-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7789-69-7,PHOSPHORUS PENTABROMIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC001_g3-32-50,10026-13-8,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 10026-13-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
10026-11-6,ZIRCONIUM TETRACHLORIDE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC002_g3,10026-06-9,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 10026-06-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
42615-29-2,PHENYLSULPHONIC ACID,wave1,REVIEW,MERGE_REDUNDANT,MC003_g4,7664-93-9,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
104-15-4,"TOLUENE SULFONIC ACID, LIQUID, WITH MORE THAN 5% FREE SULFURIC ACID",wave1,UNSUPPORTED,MERGE_REDUNDANT,MC003_g4,7664-93-9,True,metal,redundant_with_representative(matrix-level),"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1333-39-7,"PHENOLSULFONIC ACID, LIQUID",wave1,UNSUPPORTED,MERGE_REDUNDANT,MC003_g4,7664-93-9,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
27176-87-0,DODECYLBENZENESULFONIC ACID,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC003_g4,7664-93-9,True,metal,redundant_with_representative(matrix-level),"대표물질 7664-93-9(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((4,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
105-59-9,METHYLDIETHANOLAMINE,wave1,REVIEW,MERGE_REDUNDANT,MC004_g8-14,102-71-6,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 102-71-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((8, 14)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
10016-20-3,ALPHA-CYCLODEXTRIN,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC005_g8,100-51-6,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 100-51-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((8,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
100-15-2,N-METHYL-4-NITROANILINE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC006_g13-46,100-01-6,True,metal,redundant_with_representative(matrix-level),"대표물질 100-01-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((13, 46)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
106-31-0,BUTYRIC ANHYDRIDE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC007_g15,108-24-7,True,metal;water,redundant_with_representative(matrix-level),"대표물질 108-24-7(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((15,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
11138-49-1,"SODIUM ALUMINATE, SOLUTION",wave1,UNSUPPORTED,MERGE_REDUNDANT,MC008_g18-68,1310-58-3,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",wave2,REVIEW,MERGE_REDUNDANT,MC008_g18-68,1310-58-3,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1310-82-3,RUBIDIUM HYDROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC008_g18-68,1310-58-3,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
21351-79-1,CESIUM HYDROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC008_g18-68,1310-58-3,True,metal;water,redundant_with_representative(matrix-level),"대표물질 1310-58-3(PHASE1_KEEP_MANDATORY)과 동일 그룹조합((18, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
12030-88-5,POTASSIUM SUPEROXIDE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC009_g18-50,17014-71-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 17014-71-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((18, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
12031-80-0,LITHIUM PEROXIDE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC009_g18-50,17014-71-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 17014-71-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((18, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1314-18-7,STRONTIUM PEROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC009_g18-50,17014-71-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 17014-71-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((18, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1313-82-2,"SODIUM SULFIDE, ANHYDROUS",wave1,UNSUPPORTED,MERGE_REDUNDANT,MC010_g19-63-68,16721-80-5,True,water,redundant_with_representative(matrix-level),"대표물질 16721-80-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((19, 63, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
144-55-8,SODIUM BICARBONATE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC011_g21,1317-65-3,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 1317-65-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((21,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
471-34-1,CALCIUM CARBONATE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC011_g21,1317-65-3,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 1317-65-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((21,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
105-79-3,ISOBUTYL CAPROATE,wave1,REVIEW,MERGE_REDUNDANT,MC012_g27,103-23-1,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 103-23-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((27,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
123-01-3,DODECYLBENZENE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC013_g33-35,12002-43-6,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 12002-43-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((33, 35)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7439-95-4,MAGNESIUM,wave1,REVIEW,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-02-0,NICKEL,wave1,REVIEW,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-21-3,"SILICON POWDER, AMORPHOUS",wave1,REVIEW,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-25-7,TANTALUM (METAL AND OXIDE DUST),wave1,REVIEW,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7429-90-5,"ALUMINUM POWDER, COATED",wave1,UNSUPPORTED,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7439-89-6,"IRON, [POWDERED]",wave1,UNSUPPORTED,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-36-0,ANTIMONY POWDER,wave2,REVIEW,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-39-3,BARIUM,wave2,DUPLICATE,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-45-1,"CERIUM, SLABS, INGOTS OR RODS",wave2,DUPLICATE,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-48-4,COBALT,wave2,DUPLICATE,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-65-5,YTTRIUM,wave2,DUPLICATE,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-70-2,CALCIUM,wave2,DUPLICATE,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7440-74-6,INDIUM,wave2,DUPLICATE,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
8049-17-0,FERROSILICON,wave2,DUPLICATE,MERGE_REDUNDANT,MC014_g41,7440-47-3,True,water,redundant_with_representative(matrix-level),"대표물질 7440-47-3(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((41,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
10034-81-8,MAGNESIUM PERCHLORATE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
10101-50-5,SODIUM PERMANGANATE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
10118-76-0,CALCIUM PERMANGANATE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1189-85-1,T-BUTYL CHROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1309-60-0,LEAD DIOXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
1314-22-3,ZINC PEROXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
13450-97-0,STRONTIUM PERCHLORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
13477-36-6,CALCIUM PERCHLORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
13637-76-8,LEAD PERCHLORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
13967-90-3,BARIUM BROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
14519-17-6,MAGNESIUM BROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
15541-45-4,"BROMATES, INORGANIC, N.O.S.",wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7446-08-4,SELENIUM DIOXIDE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7601-89-0,SODIUM PERCHLORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7727-21-1,POTASSIUM PERSULFATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7758-01-2,POTASSIUM BROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7775-27-1,SODIUM PERSULFATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7787-36-2,BARIUM PERMANGANATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7789-38-0,SODIUM BROMATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC015_g50,20816-12-0,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 20816-12-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
105-74-8,LAUROYL PEROXIDE,wave1,UNSUPPORTED,MERGE_REDUNDANT,MC016_g53,105-64-6,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 105-64-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((53,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
10043-01-3,"ALUMINUM SULFATE, SOLID",wave1,UNSUPPORTED,MERGE_REDUNDANT,MC017_g60-68,13826-88-5,True,combustible_reducing;water,redundant_with_representative(matrix-level),"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
14486-19-2,CADMIUM FLUOROBORATE,wave2,DUPLICATE,MERGE_REDUNDANT,MC017_g60-68,13826-88-5,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7681-38-1,"SODIUM BISULFATE, SOLID",wave2,DUPLICATE,MERGE_REDUNDANT,MC017_g60-68,13826-88-5,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
7784-30-7,"ALUMINUM PHOSPHATE, SOLUTION",wave2,DUPLICATE,MERGE_REDUNDANT,MC017_g60-68,13826-88-5,True,combustible_reducing;metal;water,redundant_with_representative(matrix-level),"대표물질 13826-88-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",medium
