query_id,query,cas_a,name_a,cas_b,name_b,wave_a,wave_b,cameo_groups_a,cameo_groups_b,gold_risk_pair,gold_section,query_style,contains_exact_name,contains_exact_cas,involves_review134,difficulty,note,verification_method,human_verified,provenance_tier
indepv2::11084-85-8::122-66-7,CAS 11084-85-8와 CAS 122-66-7 두 물질의 반응 위험성을 알려줘.,11084-85-8,CHLORINATED TRISODIUM PHOSPHATE,122-66-7,"1,2-DIPHENYLHYDRAZINE",wave2,wave2,50;61,14;17;35;58,Incompatible,sec::11084-85-8::10;sec::11084-85-8::2;sec::122-66-7::10;sec::122-66-7::2::p1;sec::122-66-7::2::p2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::13780-03-5::115-19-5,"CALCIUM HYDROGEN SULFITE, SOLUTION와 2-METHYL-2-HYDROXY-3-BUTYNE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?",13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",115-19-5,2-METHYL-2-HYDROXY-3-BUTYNE,wave2,wave1,65;68,8;10,Caution,sec::115-19-5::10;sec::115-19-5::2;sec::13780-03-5::10;sec::13780-03-5::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::15541-45-4::110-13-4,"CAS번호 15541-45-4, 110-13-4 조합의 안전성을 검토해줘.",15541-45-4,"BROMATES, INORGANIC, N.O.S.",110-13-4,"2,5-HEXANEDIONE",wave2,wave1,50,38,Incompatible,sec::110-13-4::10;sec::110-13-4::2;sec::15541-45-4::10;sec::15541-45-4::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::38465-60-0::101-90-6,COPPER FLUOROBORATE랑 DIGLYCIDYL RESORCINOL ETHER 같이 보관해도 괜찮을까요?,38465-60-0,COPPER FLUOROBORATE,101-90-6,DIGLYCIDYL RESORCINOL ETHER,wave2,wave1,47;68,26;28;35,Incompatible,sec::101-90-6::10;sec::101-90-6::2;sec::38465-60-0::10;sec::38465-60-0::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::15385-58-7::151-50-8,"CAS번호 15385-58-7, 151-50-8 조합의 안전성을 검토해줘.",15385-58-7,MERCUROUS BROMIDE,151-50-8,POTASSIUM CYANIDE,wave2,wave2,42;47,19;24;68,Caution,sec::151-50-8::10;sec::151-50-8::2;sec::15385-58-7::10;sec::15385-58-7::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-58-6::100-57-2,"HAFNIUM POWDER, DRY와 PHENYLMERCURIC HYDROXIDE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?",7440-58-6,"HAFNIUM POWDER, DRY",100-57-2,PHENYLMERCURIC HYDROXIDE,wave2,wave1,41;68,18;49,Incompatible,sec::100-57-2::10;sec::100-57-2::2;sec::7440-58-6::10;sec::7440-58-6::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::13410-01-0::1854-26-8,CAS 13410-01-0와 CAS 1854-26-8 두 물질의 반응 위험성을 알려줘.,13410-01-0,SODIUM SELENATE,1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,wave2,wave2,51;61,8;12;68,Incompatible,sec::13410-01-0::10;sec::13410-01-0::2;sec::1854-26-8::10;sec::1854-26-8::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7784-44-3::1309-60-0,AMMONIUM ARSENATE랑 LEAD DIOXIDE 같이 보관해도 괜찮을까요?,7784-44-3,AMMONIUM ARSENATE,1309-60-0,LEAD DIOXIDE,wave2,wave2,51;60,50,Incompatible,sec::1309-60-0::10;sec::1309-60-0::2::p1;sec::1309-60-0::2::p2;sec::7784-44-3::10;sec::7784-44-3::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7788-97-8::105-74-8,CAS 7788-97-8와 CAS 105-74-8 두 물질의 반응 위험성을 알려줘.,7788-97-8,"CHROMIC FLUORIDE, SOLID",105-74-8,LAUROYL PEROXIDE,wave2,wave1,61;68,53,Incompatible,sec::105-74-8::10;sec::105-74-8::2;sec::7788-97-8::10;sec::7788-97-8::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::13494-80-9::1313-82-2,"TELLURIUM랑 SODIUM SULFIDE, ANHYDROUS 같이 보관해도 괜찮을까요?",13494-80-9,TELLURIUM,1313-82-2,"SODIUM SULFIDE, ANHYDROUS",wave2,wave1,42,19;63;68,Incompatible,sec::1313-82-2::10;sec::1313-82-2::2;sec::13494-80-9::10;sec::13494-80-9::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7775-11-3::64-17-5,CAS 7775-11-3와 CAS 64-17-5 두 물질의 반응 위험성을 알려줘.,7775-11-3,SODIUM CHROMATE,64-17-5,ETHANOL,wave2,wave1,50;61;68,5;8;24;56,Incompatible,sec::64-17-5::10;sec::64-17-5::2;sec::7775-11-3::10;sec::7775-11-3::2::p1;sec::7775-11-3::2::p2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7791-21-1::106-87-6,CHLORINE MONOXIDE와 1-VINYL-3-CYCLOHEXENE DIOXIDE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,7791-21-1,CHLORINE MONOXIDE,106-87-6,1-VINYL-3-CYCLOHEXENE DIOXIDE,wave2,wave1,32;50,26;56,Incompatible,sec::106-87-6::10;sec::106-87-6::2;sec::7791-21-1::10;sec::7791-21-1::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7787-41-9::13007-92-6,CAS 7787-41-9와 CAS 13007-92-6 두 물질의 반응 위험성을 알려줘.,7787-41-9,BARIUM SELENATE,13007-92-6,CHROMIUM CARBONYL,wave2,wave1,51;61,49,Caution,sec::13007-92-6::10;sec::13007-92-6::2;sec::7787-41-9::10;sec::7787-41-9::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::23414-72-4::100-51-6,ZINC PERMANGANATE랑 BENZYL ALCOHOL 같이 보관해도 괜찮을까요?,23414-72-4,ZINC PERMANGANATE,100-51-6,BENZYL ALCOHOL,wave2,wave1,50,8,Incompatible,sec::100-51-6::10;sec::100-51-6::2;sec::23414-72-4::10;sec::23414-72-4::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::13477-36-6::107-97-1,CAS 13477-36-6와 CAS 107-97-1 두 물질의 반응 위험성을 알려줘.,13477-36-6,CALCIUM PERCHLORATE,107-97-1,SARCOSINE,wave2,wave1,50,2;12,Incompatible,sec::107-97-1::10;sec::107-97-1::2;sec::13477-36-6::10;sec::13477-36-6::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::13530-65-9::7440-39-3,ZINC CHROMATE와 BARIUM를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,13530-65-9,ZINC CHROMATE,7440-39-3,BARIUM,wave2,wave2,50;61,41,Incompatible,sec::13530-65-9::10;sec::13530-65-9::2;sec::7440-39-3::10;sec::7440-39-3::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::507-40-4::7664-93-9,CAS 507-40-4와 CAS 7664-93-9 두 물질의 반응 위험성을 알려줘.,507-40-4,TERT-BUTYL HYPOCHLORITE,7664-93-9,SULFURIC ACID,wave2,wave1,50,4,Incompatible,sec::507-40-4::10;sec::507-40-4::2;sec::7664-93-9::10;sec::7664-93-9::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-45-1::8049-17-0,"실험실에 CERIUM, SLABS, INGOTS OR RODS와 FERROSILICON가 둘 다 있는데 옆에 놔둬도 되나요?",7440-45-1,"CERIUM, SLABS, INGOTS OR RODS",8049-17-0,FERROSILICON,wave2,wave2,41,41,Caution,sec::7440-45-1::10;sec::7440-45-1::2;sec::8049-17-0::10;sec::8049-17-0::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-22-4::7440-09-7,CAS 7440-22-4와 CAS 7440-09-7 두 물질의 반응 위험성을 알려줘.,7440-22-4,SILVER,7440-09-7,POTASSIUM,wave2,wave1,42,40,Caution,sec::7440-09-7::10;sec::7440-09-7::2;sec::7440-22-4::10;sec::7440-22-4::2,cas_based,False,True,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::21351-79-1::110-54-3,CESIUM HYDROXIDE랑 HEXANE 같이 보관해도 괜찮을까요?,21351-79-1,CESIUM HYDROXIDE,110-54-3,HEXANE,wave2,wave1,18;68,33,Compatible,sec::110-54-3::10;sec::110-54-3::2::p1;sec::110-54-3::2::p2;sec::21351-79-1::10;sec::21351-79-1::2,name_based,True,False,True,,PHASE6 REVIEW 물질 판단 근거 확보용,rule_based_self_check,False,DIAGNOSTIC
indepv2::540-72-7::10361-95-2,"CAS번호 540-72-7, 10361-95-2 조합의 안전성을 검토해줘.",540-72-7,SODIUM THIOCYANATE,10361-95-2,ZINC CHLORATE,wave2,wave2,58;61;68,50,Incompatible,sec::10361-95-2::10;sec::10361-95-2::2;sec::540-72-7::10;sec::540-72-7::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::13780-03-5::7440-31-5,"CALCIUM HYDROGEN SULFITE, SOLUTION랑 TIN 같이 보관해도 괜찮을까요?",13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",7440-31-5,TIN,wave2,wave2,65;68,42,Incompatible,sec::13780-03-5::10;sec::13780-03-5::2;sec::7440-31-5::10;sec::7440-31-5::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::13477-10-6::7440-23-5,"CAS번호 13477-10-6, 7440-23-5 조합의 안전성을 검토해줘.",13477-10-6,"BARIUM HYPOCHLORITE, WITH MORE THAN 22% AVAILABLE CHLORINE",7440-23-5,SODIUM,wave2,wave2,50;61,40,Incompatible,sec::13477-10-6::10;sec::13477-10-6::2;sec::7440-23-5::10;sec::7440-23-5::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::105-87-3::7789-06-2,GERANYL ACETATE와 STRONTIUM CHROMATE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,105-87-3,GERANYL ACETATE,7789-06-2,STRONTIUM CHROMATE,wave1,wave2,27;34,50;61,Incompatible,sec::105-87-3::10;sec::105-87-3::2;sec::7789-06-2::10;sec::7789-06-2::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7789-61-9::11084-85-8,CAS 7789-61-9와 CAS 11084-85-8 두 물질의 반응 위험성을 알려줘.,7789-61-9,ANTIMONY TRIBROMIDE,11084-85-8,CHLORINATED TRISODIUM PHOSPHATE,wave2,wave2,3;32;50,50;61,Incompatible,sec::11084-85-8::10;sec::11084-85-8::2;sec::7789-61-9::10;sec::7789-61-9::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::107-94-8::10025-91-9,3-CHLOROPROPIONIC ACID랑 ANTIMONY TRICHLORIDE 같이 보관해도 괜찮을까요?,107-94-8,3-CHLOROPROPIONIC ACID,10025-91-9,ANTIMONY TRICHLORIDE,wave1,wave1,2;31,3;32;50,Incompatible,sec::10025-91-9::10;sec::10025-91-9::2;sec::107-94-8::10;sec::107-94-8::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::1314-18-7::7439-95-4,"CAS번호 1314-18-7, 7439-95-4 조합의 안전성을 검토해줘.",1314-18-7,STRONTIUM PEROXIDE,7439-95-4,MAGNESIUM,wave2,wave1,18;50,41,Incompatible,sec::1314-18-7::10;sec::1314-18-7::2;sec::7439-95-4::10;sec::7439-95-4::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::1558-25-4::3025-88-5,"TRICHLORO(CHLOROMETHYL)SILANE와 2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?",1558-25-4,TRICHLORO(CHLOROMETHYL)SILANE,3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",wave1,wave2,22;31,53;68,Incompatible,sec::1558-25-4::10;sec::1558-25-4::2;sec::3025-88-5::10;sec::3025-88-5::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7732-18-5::7439-95-4,CAS 7732-18-5와 CAS 7439-95-4 두 물질의 반응 위험성을 알려줘.,7732-18-5,WATER,7439-95-4,MAGNESIUM,reactive_basics,wave1,68,41,Incompatible,sec::7439-95-4::10;sec::7439-95-4::2;sec::7732-18-5::10;sec::7732-18-5::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::13450-97-0::1327-53-3,STRONTIUM PERCHLORATE랑 ARSENIC TRIOXIDE 같이 보관해도 괜찮을까요?,13450-97-0,STRONTIUM PERCHLORATE,1327-53-3,ARSENIC TRIOXIDE,wave2,wave2,50,59;60,Incompatible,sec::1327-53-3::10;sec::1327-53-3::2;sec::13450-97-0::10;sec::13450-97-0::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::143-33-9::7722-84-1,CAS 143-33-9와 CAS 7722-84-1 두 물질의 반응 위험성을 알려줘.,143-33-9,SODIUM CYANIDE,7722-84-1,HYDROGEN PEROXIDE,wave1,wave1,19;24;68,50;68,Incompatible,sec::143-33-9::10;sec::143-33-9::2;sec::7722-84-1::10;sec::7722-84-1::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7722-84-1::7440-45-1,"HYDROGEN PEROXIDE랑 CERIUM, SLABS, INGOTS OR RODS 같이 보관해도 괜찮을까요?",7722-84-1,HYDROGEN PEROXIDE,7440-45-1,"CERIUM, SLABS, INGOTS OR RODS",wave1,wave2,50;68,41,Incompatible,sec::7440-45-1::10;sec::7440-45-1::2;sec::7722-84-1::10;sec::7722-84-1::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::101-39-3::1031-07-8,"CAS번호 101-39-3, 1031-07-8 조합의 안전성을 검토해줘.",101-39-3,ALPHA-METHYLCINNAMALDEHYDE,1031-07-8,ENDOSULFAN SULFATE,wave1,wave1,9;34;35,27;31;34,Incompatible,sec::101-39-3::10;sec::101-39-3::2;sec::1031-07-8::10;sec::1031-07-8::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-74-6::14486-19-2,실험실에 INDIUM와 CADMIUM FLUOROBORATE가 둘 다 있는데 옆에 놔둬도 되나요?,7440-74-6,INDIUM,14486-19-2,CADMIUM FLUOROBORATE,wave2,wave2,41,60;68,Incompatible,sec::14486-19-2::10;sec::14486-19-2::2;sec::7440-74-6::10;sec::7440-74-6::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-41-7::7803-65-8,CAS 7440-41-7와 CAS 7803-65-8 두 물질의 반응 위험성을 알려줘.,7440-41-7,"BERYLLIUM COMPOUND, N.O.S.",7803-65-8,AMMONIUM HYPOPHOSPHITE,wave2,wave2,36;41,58;60,Incompatible,sec::7440-41-7::10;sec::7440-41-7::2::p1;sec::7440-41-7::2::p2;sec::7803-65-8::10;sec::7803-65-8::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7789-09-5::12262-58-7,"실험실에 AMMONIUM DICHROMATE와 CYCLOHEXANONE PEROXIDE, NOT MORE THAN 72% IN SOLUTION가 둘 다 있는데 옆에 놔둬도 되나요?",7789-09-5,AMMONIUM DICHROMATE,12262-58-7,"CYCLOHEXANONE PEROXIDE, NOT MORE THAN 72% IN SOLUTION",wave2,wave2,50;60,1;8;53;68,Incompatible,sec::12262-58-7::10;sec::12262-58-7::2;sec::7789-09-5::10;sec::7789-09-5::2::p1;sec::7789-09-5::2::p2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::96-91-3::7440-70-2,"CAS번호 96-91-3, 7440-70-2 조합의 안전성을 검토해줘.",96-91-3,"2-AMINO-4,6-DINITROPHENOL",7440-70-2,CALCIUM,wave2,wave2,13;46;55;68,41,Incompatible,sec::7440-70-2::10;sec::7440-70-2::2;sec::96-91-3::10;sec::96-91-3::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7778-66-7::12031-80-0,실험실에 POTASSIUM HYPOCHLORITE SOLUTION와 LITHIUM PEROXIDE가 둘 다 있는데 옆에 놔둬도 되나요?,7778-66-7,POTASSIUM HYPOCHLORITE SOLUTION,12031-80-0,LITHIUM PEROXIDE,wave2,wave1,50;61;68,18;50,Incompatible,sec::12031-80-0::10;sec::12031-80-0::2;sec::7778-66-7::10;sec::7778-66-7::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-66-6::118-52-5,"CAS번호 7440-66-6, 118-52-5 조합의 안전성을 검토해줘.",7440-66-6,ZINC ASHES,118-52-5,"1,3-DICHLORO-5,5-DIMETHYLHYDANTOIN",wave1,wave1,41,7;32;50,Incompatible,sec::118-52-5::10;sec::118-52-5::2;sec::7440-66-6::10;sec::7440-66-6::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-09-7::10192-30-0,"실험실에 POTASSIUM와 AMMONIUM BISULFITE, SOLID가 둘 다 있는데 옆에 놔둬도 되나요?",7440-09-7,POTASSIUM,10192-30-0,"AMMONIUM BISULFITE, SOLID",wave1,wave1,40,60;65;68,Incompatible,sec::10192-30-0::10;sec::10192-30-0::2;sec::7440-09-7::10;sec::7440-09-7::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::301-13-3::14519-07-4,"CAS번호 301-13-3, 14519-07-4 조합의 안전성을 검토해줘.",301-13-3,TRIS(2-ETHYLHEXYL) PHOSPHITE,14519-07-4,ZINC BROMATE,wave2,wave2,59;66,50,Incompatible,sec::14519-07-4::10;sec::14519-07-4::2;sec::301-13-3::10;sec::301-13-3::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::15630-89-4::1313-82-2,"SODIUM PERCARBONATE랑 SODIUM SULFIDE, ANHYDROUS 같이 보관해도 괜찮을까요?",15630-89-4,SODIUM PERCARBONATE,1313-82-2,"SODIUM SULFIDE, ANHYDROUS",wave1,wave1,21;50;61,19;63;68,Incompatible,sec::1313-82-2::10;sec::1313-82-2::2;sec::15630-89-4::10;sec::15630-89-4::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::592-87-0::7758-98-7,"CAS번호 592-87-0, 7758-98-7 조합의 안전성을 검토해줘.",592-87-0,LEAD THIOCYANATE,7758-98-7,CUPRIC SULFATE,wave2,wave1,58;61,60,Incompatible,sec::592-87-0::10;sec::592-87-0::2;sec::7758-98-7::10;sec::7758-98-7::2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::14977-61-8::67-64-1,CHROMIUM OXYCHLORIDE랑 ACETONE 같이 보관해도 괜찮을까요?,14977-61-8,CHROMIUM OXYCHLORIDE,67-64-1,ACETONE,wave2,wave1,32;50,38,Incompatible,sec::14977-61-8::10;sec::14977-61-8::2;sec::67-64-1::10;sec::67-64-1::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::10361-37-2::13477-10-6,CAS 10361-37-2와 CAS 13477-10-6 두 물질의 반응 위험성을 알려줘.,10361-37-2,BARIUM CHLORIDE,13477-10-6,"BARIUM HYPOCHLORITE, WITH MORE THAN 22% AVAILABLE CHLORINE",wave1,wave2,47,50;61,Incompatible,sec::10361-37-2::10;sec::10361-37-2::2;sec::13477-10-6::10;sec::13477-10-6::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7803-55-6::7220-79-3,AMMONIUM METAVANADATE랑 METHYLENE BLUE TRIHYDRATE 같이 보관해도 괜찮을까요?,7803-55-6,AMMONIUM METAVANADATE,7220-79-3,METHYLENE BLUE TRIHYDRATE,wave2,wave1,51;60,14;35;57;64,Caution,sec::7220-79-3::10;sec::7220-79-3::2;sec::7803-55-6::10;sec::7803-55-6::2::p1;sec::7803-55-6::2::p2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::101-80-4::628-86-4,CAS 101-80-4와 CAS 628-86-4 두 물질의 반응 위험성을 알려줘.,101-80-4,"4,4&#39;-DIAMINODIPHENYL ETHER",628-86-4,"MERCURY FULMINATE, [WET]",wave1,wave2,13;28,24;68,Caution,sec::101-80-4::10;sec::101-80-4::2;sec::628-86-4::10;sec::628-86-4::2::p1;sec::628-86-4::2::p2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7664-41-7::100-15-2,AMMONIA랑 N-METHYL-4-NITROANILINE 같이 보관해도 괜찮을까요?,7664-41-7,AMMONIA,100-15-2,N-METHYL-4-NITROANILINE,reactive_basics,wave1,19;68,13;46,Caution,sec::100-15-2::10;sec::100-15-2::2;sec::7664-41-7::10;sec::7664-41-7::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::15825-70-4::50-00-0,CAS 15825-70-4와 CAS 50-00-0 두 물질의 반응 위험성을 알려줘.,15825-70-4,"MANITOL HEXANITRATE, [WET WITH &gt;= 40 % WATER OR MIXTURE OF ALCOHOL AND WATER]",50-00-0,FORMALDEHYDE,wave2,wave2,46;68,9;56;68,Caution,sec::15825-70-4::10;sec::15825-70-4::2;sec::50-00-0::10;sec::50-00-0::2::p1;sec::50-00-0::2::p2,cas_based,False,True,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-16-6::102-71-6,RHODIUM (METAL FUME)와 TRIETHANOLAMINE를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?,7440-16-6,RHODIUM (METAL FUME),102-71-6,TRIETHANOLAMINE,wave2,wave1,42,8;14,Caution,sec::102-71-6::10;sec::102-71-6::2;sec::7440-16-6::10;sec::7440-16-6::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::62-76-0::592-87-0,"CAS번호 62-76-0, 592-87-0 조합의 안전성을 검토해줘.",62-76-0,SODIUM OXALATE,592-87-0,LEAD THIOCYANATE,wave2,wave2,59;61,58;61,Caution,sec::592-87-0::10;sec::592-87-0::2;sec::62-76-0::10;sec::62-76-0::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7631-90-5::124-09-4,"SODIUM BISULFITE랑 HEXAMETHYLENEDIAMINE, SOLID 같이 보관해도 괜찮을까요?",7631-90-5,SODIUM BISULFITE,124-09-4,"HEXAMETHYLENEDIAMINE, SOLID",wave2,wave2,65;68,14;68,Caution,sec::124-09-4::10;sec::124-09-4::2::p1;sec::124-09-4::2::p2;sec::7631-90-5::10;sec::7631-90-5::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::65-30-5::7786-81-4,CAS 65-30-5와 CAS 7786-81-4 두 물질의 반응 위험성을 알려줘.,65-30-5,"NICOTINE SULFATE, SOLID",7786-81-4,NICKEL SULFATE,wave2,wave1,60;68,60,Caution,sec::65-30-5::10;sec::65-30-5::2;sec::7786-81-4::10;sec::7786-81-4::2::p1;sec::7786-81-4::2::p2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::107-97-1::137-41-7,SARCOSINE랑 POTASSIUM N-METHYLDITHIOCARBAMATE 같이 보관해도 괜찮을까요?,107-97-1,SARCOSINE,137-41-7,POTASSIUM N-METHYLDITHIOCARBAMATE,wave1,wave2,2;12,67;68,Caution,sec::107-97-1::10;sec::107-97-1::2;sec::137-41-7::10;sec::137-41-7::2,name_based,True,False,False,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::7440-55-3::7440-21-3,"CAS번호 7440-55-3, 7440-21-3 조합의 안전성을 검토해줘.",7440-55-3,GALLIUM,7440-21-3,"SILICON POWDER, AMORPHOUS",wave2,wave1,42,41,Caution,sec::7440-21-3::10;sec::7440-21-3::2;sec::7440-55-3::10;sec::7440-55-3::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::1310-65-2::100-64-1,"LITHIUM HYDROXIDE, SOLUTION와 CYCLOHEXANONE OXIME를 함께 취급해도 되는가? 혼합 시 위험성과 유의사항은?",1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",100-64-1,CYCLOHEXANONE OXIME,wave2,wave1,18;68,52,Caution,sec::100-64-1::10;sec::100-64-1::2;sec::1310-65-2::10;sec::1310-65-2::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::15385-58-7::105-48-6,"CAS번호 15385-58-7, 105-48-6 조합의 안전성을 검토해줘.",15385-58-7,MERCUROUS BROMIDE,105-48-6,ISOPROPYL CHLOROACETATE,wave2,wave1,42;47,27;31,Caution,sec::105-48-6::10;sec::105-48-6::2;sec::15385-58-7::10;sec::15385-58-7::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::79-08-3::100-64-1,BROMOACETIC ACID랑 CYCLOHEXANONE OXIME 같이 보관해도 괜찮을까요?,79-08-3,BROMOACETIC ACID,100-64-1,CYCLOHEXANONE OXIME,wave2,wave1,2;31;68,52,Caution,sec::100-64-1::10;sec::100-64-1::2;sec::79-08-3::10;sec::79-08-3::2,name_based,True,False,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
indepv2::101-05-3::1310-65-2,"CAS번호 101-05-3, 1310-65-2 조합의 안전성을 검토해줘.",101-05-3,ANILAZINE,1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",wave1,wave2,14;16,18;68,Caution,sec::101-05-3::10;sec::101-05-3::2;sec::1310-65-2::10;sec::1310-65-2::2,cas_based,False,True,True,normal,카테고리 균형표집,rule_based_self_check,False,DIAGNOSTIC
